"application_id","gender","age_group","ethnicity","postcode","annual_income","credit_score","employment_years","debt_to_income_ratio","loan_amount","loan_purpose","previous_defaults","education_level","marital_status","occupation_category","loan_approved"
238,"Male","36-50","Caucasian","Suburban",66927,535,38,0.25,79005,"Education",0,"High_School","Married","Professional","NO"
239,"Female","36-50","Caucasian","Urban_Center",43087,795,37,0.62,51325,"Personal",2,"Bachelor","Divorced","Service","YES"
240,"Male","65+","Caucasian","Urban_Center",25000,620,8,0.23,47554,"Car",0,"Master","Single","Service","NO"
241,"Male","36-50","Caucasian","Suburban",57693,834,8,0.24,6076,"Education",0,"Bachelor","Single","Professional","YES"
242,"Male","51-65","Hispanic","Suburban",78377,696,7,0.25,90686,"Business",0,"Bachelor","Married","Professional","YES"
243,"Female","36-50","Caucasian","Rural",71381,692,30,0.65,34941,"Car",0,"Master","Married","Service","NO"
244,"Male","65+",NA,"Urban_Center",57717,850,15,0.45,33212,"Car",1,"PhD","Widowed","Professional","NO"
245,"Female","65+","Hispanic","Urban_Center",66001,771,33,0.48,20331,"Business",1,"Master","Single","Professional","NO"
246,"Male","18-25","Caucasian","Urban_Center",68120,696,38,0.53,85226,"Personal",1,"Bachelor","Married","Manual","NO"
247,"Female","26-35","Hispanic","Suburban",49952,571,31,0.51,70799,"Personal",1,"High_School","Married","Service","NO"
248,"Non-binary","18-25","Caucasian","Urban_Center",66091,740,10,0.14,26058,"Personal",0,"High_School","Widowed","Manual","YES"
249,"Non-binary","36-50","Hispanic","Urban_Center",67245,727,2,0.39,42929,"Home",0,"High_School","Single","Service","YES"
250,"Male","36-50","Hispanic","Suburban",50543,599,17,0.31,82365,"Car",0,"Bachelor","Married","Manual","NO"
251,"Female","65+","Asian","Rural",68964,628,3,0.32,75266,"Home",0,"Bachelor","Divorced","Manual","YES"
252,"Female","65+","Caucasian","Rural",71211,622,12,0.66,52841,"Car",2,"Master","Married","Unemployed","NO"
253,"Male","26-35","Caucasian","Suburban",75526,486,12,0.77,82558,"Home",0,"PhD","Divorced","Unemployed","NO"
254,"Female","18-25","Asian","Suburban",79221,718,10,0.4,54978,"Car",0,"High_School","Married","Manual","YES"
255,"Male","26-35","Caucasian","Urban_Center",73206,501,34,0.34,21813,"Home",0,"Master","Married","Professional","YES"
256,"Male","36-50","Asian","Suburban",71028,685,27,0.65,75591,"Home",0,"Master","Married","Manual","NO"
257,"Female","51-65","African_American","Suburban",63091,495,36,0.8,86197,"Car",0,"Master","Married","Service","NO"
258,"Female",NA,"Caucasian","Suburban",73975,746,18,0.3,62312,"Car",0,"High_School","Widowed","Manual","NO"
259,"Female","36-50","African_American","Suburban",39615,732,39,0.52,27345,"Home",0,"Bachelor","Married","Manual","NO"
260,"Male","65+","Caucasian","Urban_Center",78085,837,36,0.8,11991,"Home",0,"Master","Married","Unemployed","NO"
261,"Male","51-65","Caucasian","Suburban",54302,531,7,0.46,45604,"Business",0,"Bachelor","Single","Unemployed","NO"
262,"Male","18-25","Caucasian","Suburban",111751,745,3,0.37,31852,"Car",1,"PhD","Married","Professional","NO"
263,"Male","26-35","Caucasian","Urban_Center",53073,628,10,0.6,39170,"Education",1,"Master","Widowed","Professional","YES"
264,"Non-binary",NA,"African_American","Urban_Center",25000,672,37,0.79,29227,"Education",2,"High_School","Married","Manual","NO"
265,"Male","51-65","Caucasian","Suburban",92442,609,20,0.64,6685,"Car",0,"Bachelor","Married","Professional","YES"
266,"Male","36-50","Hispanic","Urban_Center",53027,692,7,0.53,66916,"Education",0,"High_School","Married","Professional","NO"
267,"Female","36-50","Asian","Suburban",76859,539,36,0.14,39235,"Home",0,"High_School","Widowed","Unemployed","NO"
268,"Female","18-25","Caucasian","Suburban",69515,560,12,0.29,72701,"Home",0,"PhD","Single","Service","NO"
269,"Female","36-50","Caucasian","Suburban",86926,732,1,0.41,6815,"Business",0,"Bachelor","Divorced","Service","YES"
270,"Male","36-50","Asian","Urban_Center",46935,361,12,0.58,39400,"Business",0,"Master","Married","Professional","NO"
271,"Male","36-50","Caucasian","Suburban",41219,623,4,0.5,11382,"Education",0,"Master","Married","Unemployed","YES"
272,"Female","26-35","Hispanic","Urban_Center",86299,606,31,0.6,20732,"Business",2,"Master","Married","Service","NO"
273,"Female","36-50","Caucasian","Suburban",45829,725,38,0.17,60043,"Car",1,"High_School","Married","Service","YES"
274,"Female","36-50","Caucasian","Rural",34326,693,39,0.76,98977,"Business",0,"Bachelor","Married","Service","NO"
275,"Male","65+","Caucasian","Suburban",80559,515,31,0.19,64960,"Personal",0,"Master","Single","Professional","YES"
276,"Male","65+","Caucasian","Urban_Center",63695,798,8,0.54,65984,"Personal",0,"Bachelor","Single","Manual","YES"
277,"Non-binary","65+","African_American","Suburban",110564,756,1,0.3,76497,"Home",0,"High_School","Divorced","Professional","NO"
278,"Female","26-35","Caucasian","Suburban",71872,794,30,0.31,15860,"Car",0,"Master","Widowed","Service","NO"
279,"Female","26-35","Caucasian","Suburban",57938,553,34,0.59,29105,"Car",0,"Bachelor","Divorced","Unemployed","NO"
280,"Male","36-50","Caucasian","Urban_Center",52456,840,29,0.32,12961,"Education",0,"PhD","Married","Unemployed","YES"
281,"Male","26-35","Hispanic","Suburban",98692,771,26,0.32,70600,"Education",0,"Master","Single","Manual","YES"
282,"Female","18-25","African_American","Rural",40701,766,15,0.48,11749,"Education",0,"High_School","Married","Manual","NO"
283,"Female","26-35","Caucasian","Urban_Center",77339,529,10,0.23,88067,"Education",2,"Bachelor","Married","Professional","YES"
284,"Female","26-35","African_American","Suburban",76234,643,3,0.72,37253,"Car",1,"High_School","Married","Manual","NO"
285,"Female","26-35","Caucasian","Rural",53544,669,20,0.15,35692,"Home",0,"Master","Married","Professional","YES"
286,"Female","36-50","African_American","Suburban",95714,513,8,0.37,53107,"Education",0,"PhD","Single","Manual","NO"
287,"Female","26-35","Caucasian","Suburban",50047,630,30,0.13,72838,"Business",0,"High_School","Widowed","Professional","YES"
288,"Female","36-50","African_American","Suburban",64611,728,29,0.79,85656,"Car",1,"Master","Single","Manual","NO"
289,"Female","51-65","Caucasian","Suburban",72753,681,26,0.63,9521,"Car",0,"Master","Single","Unemployed","YES"
290,"Male","26-35","Caucasian","Suburban",111463,674,21,0.44,62052,"Education",0,"Bachelor","Married","Manual","YES"
291,"Female","36-50","Caucasian","Low_Income_Area",77303,795,31,0.65,38329,"Business",0,"Bachelor","Married","Manual","YES"
292,"Female","65+","Caucasian","Suburban",99631,575,35,0.26,11320,"Car",1,"Master","Married","Professional","NO"
293,"Female","36-50","Caucasian","Urban_Center",50429,729,38,0.17,52179,"Car",0,"High_School","Divorced","Professional","YES"
294,"Male","26-35","Caucasian","Urban_Center",30091,757,8,0.78,84880,"Home",1,"PhD","Single","Manual","NO"
295,"Male","18-25","African_American","Urban_Center",82787,519,26,0.2,71030,"Home",0,"Master","Married","Professional","NO"
296,"Male","36-50","Caucasian","Urban_Center",32431,451,20,0.22,52574,"Personal",1,"Master","Divorced","Manual","NO"
297,"Non-binary","36-50","Caucasian","Urban_Center",38156,746,3,0.47,21688,"Home",0,"Master","Divorced","Service","YES"
298,"Female","18-25","Caucasian","Urban_Center",77215,625,36,0.74,27958,"Home",0,"PhD","Single","Service","NO"
299,"Female","51-65","Caucasian","Urban_Center",63884,850,21,0.79,42850,"Business",0,"Master","Married","Service","YES"
300,"Male","18-25","Caucasian","Low_Income_Area",81940,682,1,0.67,52132,"Home",0,"Bachelor","Divorced","Manual","NO"
301,"Male","26-35","African_American","Urban_Center",93663,647,0,0.77,56955,"Car",0,"Master","Married","Professional","NO"
302,"Female","18-25","Other","Urban_Center",83255,477,7,0.3,57006,"Home",0,"Bachelor","Married","Professional","NO"
303,"Male","36-50","Asian","Suburban",72647,569,16,0.35,82616,"Home",0,"Master","Married","Professional","YES"
304,"Male","51-65","Other","Suburban",76040,512,16,0.54,45658,"Home",0,"Master","Married","Professional","YES"
305,"Male","51-65","African_American","Suburban",67897,850,8,0.26,79744,"Car",0,"Bachelor","Single","Professional","YES"
306,"Female","36-50","African_American","Suburban",99168,522,25,0.67,20755,"Home",0,"Master","Divorced","Manual","NO"
307,"Female","51-65","Other","Suburban",66048,712,7,0.78,46287,"Home",0,"Bachelor","Married","Service","NO"
308,"Female","51-65","Caucasian","Urban_Center",81143,784,15,0.52,34861,"Car",2,"Bachelor","Single","Service","NO"
309,"Female","65+","African_American","Suburban",46198,618,11,0.75,63407,"Home",0,"PhD","Married","Professional","NO"
310,"Female","26-35","Caucasian","Urban_Center",65785,664,34,0.25,39917,"Home",0,"High_School","Single","Unemployed","YES"
311,"Female","26-35","Caucasian","Suburban",25047,542,40,0.13,63281,"Education",0,"PhD","Divorced","Manual","YES"
312,"Female","36-50","Hispanic","Suburban",67775,649,28,0.42,23163,"Car",0,"High_School","Married","Professional","NO"
313,"Male","26-35","Caucasian","Rural",35234,614,6,0.18,25603,"Home",0,"High_School","Widowed","Unemployed","NO"
314,"Female","51-65","Caucasian","Urban_Center",62343,575,38,0.25,98154,"Business",1,"Bachelor","Divorced","Unemployed","YES"
315,"Female","51-65","Caucasian","Urban_Center",60198,710,7,0.64,99182,"Home",0,"Bachelor","Married","Professional","YES"
316,"Male","18-25","Hispanic","Urban_Center",84440,567,3,0.43,6808,"Car",0,"Master","Single","Service","NO"
317,"Male","36-50","Caucasian","Suburban",52155,495,14,0.41,60372,"Business",0,"High_School","Married","Unemployed","YES"
318,"Female","51-65","African_American","Urban_Center",51716,732,29,0.57,23052,"Business",2,"High_School","Married","Unemployed","NO"
319,"Female","36-50","Hispanic","Rural",25540,670,14,0.1,70049,"Education",1,"Bachelor","Married","Manual","NO"
320,"Male","51-65","Caucasian","Suburban",77408,488,12,0.32,14225,"Car",0,"High_School","Single","Professional","YES"
321,"Male","51-65","Caucasian","Urban_Center",86773,580,40,0.48,13695,"Education",0,"High_School","Divorced","Unemployed","YES"
322,"Female","26-35","Caucasian","Rural",60478,735,23,0.48,51255,"Home",0,"PhD","Married","Professional","YES"
323,"Female","26-35","African_American","Urban_Center",94605,550,20,0.76,43630,"Personal",1,"Master","Married","Manual","NO"
324,"Male","51-65",NA,"Rural",56805,727,3,0.48,23204,"Home",0,"Master","Single","Manual","NO"
325,"Female","26-35","Caucasian","Urban_Center",44954,617,18,0.46,45771,"Education",0,"Master","Married","Professional","NO"
326,"Female","36-50","Caucasian","Urban_Center",69583,508,6,0.18,81284,"Home",1,"Bachelor","Married","Service","NO"
327,"Non-binary","26-35","Caucasian","Suburban",78726,697,13,0.67,80065,"Home",0,"Master","Single","Professional","NO"
328,"Female","36-50","Caucasian","Rural",35130,401,35,0.63,68521,"Home",0,"Master","Single","Professional","NO"
329,"Female","36-50","Caucasian","Urban_Center",32287,585,35,0.24,70386,"Education",0,"High_School","Married","Professional","NO"
330,"Male","51-65","Caucasian","Suburban",65928,641,37,0.45,72912,"Business",2,"Bachelor","Married","Professional","NO"
331,"Male","36-50","Caucasian","Suburban",74609,675,17,0.42,44785,"Personal",0,"PhD","Married","Professional","YES"
332,"Female","36-50","Asian","Rural",25000,676,13,0.46,44701,"Education",0,"Master","Married","Professional","NO"
333,"Male","51-65","Caucasian","Suburban",30876,661,27,0.68,70089,"Car",0,"Bachelor","Married","Manual","YES"
334,"Male","51-65","Caucasian","Urban_Center",71155,788,20,0.39,26366,"Personal",1,"Bachelor","Married","Professional","YES"
335,"Female","18-25","Caucasian","Suburban",82775,821,22,0.41,66572,"Personal",0,"Master","Married","Manual","NO"
336,"Female","36-50","Caucasian","Urban_Center",57381,833,1,0.77,12952,"Home",0,"Bachelor","Married","Service","YES"
337,"Male","36-50","African_American","Urban_Center",89008,519,2,0.43,85901,"Education",1,"Master","Married","Manual","NO"
338,"Male","65+","Caucasian","Low_Income_Area",52724,569,21,0.74,36595,"Personal",1,"PhD","Widowed","Professional","YES"
339,"Male","65+","Caucasian","Suburban",61666,524,8,0.5,87826,"Education",0,"Bachelor","Married","Manual","NO"
340,"Non-binary","65+","Caucasian","Suburban",91995,608,15,0.61,36298,"Business",0,"Bachelor","Divorced","Unemployed","NO"
341,"Female","51-65","Caucasian","Urban_Center",63369,681,20,0.21,70865,"Education",0,"High_School","Married","Manual","NO"
342,"Female",NA,"Asian","Rural",65517,669,38,0.59,33495,"Education",0,"High_School","Single","Manual","YES"
343,"Male","65+","Caucasian","Suburban",47003,627,35,0.24,16860,"Business",0,"PhD","Married","Professional","YES"
344,"Female","65+","Caucasian","Suburban",66340,634,28,0.49,61537,"Home",0,"PhD","Widowed","Service","NO"
345,"Female","36-50","Caucasian","Suburban",52115,608,25,0.33,40958,"Home",0,"PhD","Married","Unemployed","YES"
346,"Female","36-50","Caucasian","Suburban",29011,564,38,0.45,68331,"Home",0,"Master","Single","Service","YES"
347,"Non-binary",NA,"Caucasian","Rural",45590,577,22,0.21,38917,"Personal",0,"Master","Married","Professional","YES"
348,"Female","26-35","African_American","Urban_Center",60227,567,24,0.54,12677,"Car",1,"Master","Single","Professional","NO"
349,"Female","26-35","Caucasian","Suburban",68273,599,8,0.71,94029,"Personal",0,"PhD","Married","Professional","NO"
350,"Male","26-35",NA,"Suburban",86361,511,30,0.69,87368,"Home",0,"Master","Married","Service","NO"
351,"Female","18-25","Caucasian","Suburban",65771,773,33,0.23,44542,"Personal",0,"Master","Single","Professional","NO"
352,"Non-binary","18-25","Caucasian","Rural",62452,845,31,0.56,30113,"Education",0,"Master","Single","Manual","YES"
353,"Male","36-50","Caucasian","Urban_Center",87123,519,33,0.42,29468,"Education",0,"Bachelor","Married","Service","YES"
354,"Female","51-65","Other","Low_Income_Area",113301,776,1,0.27,81656,"Home",0,"High_School","Married","Professional","NO"
355,"Male","26-35","African_American","Rural",63291,661,15,0.74,97713,"Home",1,"Bachelor","Married","Service","NO"
356,"Non-binary","36-50",NA,"Suburban",88560,653,32,0.33,7463,"Home",1,"High_School","Widowed","Manual","NO"
357,"Male","36-50","Hispanic","Rural",74724,656,31,0.33,94463,"Car",0,"Master","Divorced","Professional","NO"
358,"Female","36-50","Caucasian","Urban_Center",63479,696,28,0.47,64525,"Business",1,"Bachelor","Married","Manual","NO"
359,"Female","36-50","African_American","Low_Income_Area",26582,660,16,0.26,48197,"Education",0,"Master","Divorced","Manual","NO"
360,"Male","26-35",NA,"Suburban",45649,564,31,0.79,34529,"Home",0,"PhD","Single","Professional","NO"
361,"Female","26-35","Hispanic","Rural",53865,664,23,0.51,71046,"Business",0,"Bachelor","Widowed","Manual","NO"
362,"Female","51-65","Caucasian","Low_Income_Area",42796,737,21,0.2,17520,"Personal",0,"Master","Married","Professional","NO"
363,"Male","36-50","Caucasian","Rural",41775,626,32,0.46,17065,"Education",0,"Master","Married","Manual","YES"
364,"Female","18-25","Caucasian","Rural",56741,528,21,0.5,5790,"Business",0,"Bachelor","Single","Service","NO"
365,"Female","26-35","Caucasian","Low_Income_Area",84038,485,29,0.51,73471,"Personal",0,"Bachelor","Married","Professional","YES"
366,"Male","36-50","Hispanic","Suburban",46596,712,11,0.32,49103,"Personal",0,"Master","Single","Service","YES"
367,"Female","26-35","Hispanic","Suburban",67364,644,9,0.22,32229,"Business",1,"High_School","Single","Service","NO"
368,"Female","51-65","African_American","Suburban",60940,591,1,0.24,11989,"Business",0,"Bachelor","Married","Professional","YES"
369,"Female","51-65","Caucasian","Urban_Center",80862,673,26,0.27,47050,"Car",0,"Bachelor","Married","Manual","YES"
370,"Female","51-65","Hispanic","Urban_Center",65769,580,5,0.41,61292,"Car",0,"Master","Single","Service","YES"
371,"Female","18-25","Caucasian","Urban_Center",61637,642,12,0.61,24112,"Home",0,"Bachelor","Married","Service","NO"
372,"Female","26-35","Caucasian","Urban_Center",53316,679,19,0.12,16934,"Business",0,"Bachelor","Married","Manual","YES"
373,"Male","36-50","Caucasian","Suburban",82838,446,17,0.1,6582,"Home",2,"Master","Single","Unemployed","NO"
374,"Female","26-35","Hispanic","Urban_Center",87787,552,5,0.31,15913,"Education",0,"Bachelor","Divorced","Service","NO"
375,"Male","26-35","Hispanic","Suburban",65389,518,7,0.72,12685,"Personal",1,"Bachelor","Divorced","Manual","YES"
376,"Non-binary","36-50","Hispanic","Suburban",130436,526,10,0.39,61099,"Home",1,"Master","Single","Service","NO"
377,"Male","65+","Caucasian","Low_Income_Area",64940,805,20,0.53,81019,"Education",0,"Bachelor","Divorced","Manual","YES"
378,"Female","26-35","Caucasian","Urban_Center",123476,768,31,0.16,39527,"Home",0,"Bachelor","Married","Professional","YES"
379,"Female","36-50","African_American","Suburban",62322,726,32,0.15,13416,"Personal",0,"High_School","Married","Manual","YES"
380,"Non-binary","65+","African_American","Suburban",33586,613,30,0.59,29502,"Education",0,"Bachelor","Single","Professional","NO"
381,"Male","26-35","Caucasian","Suburban",36505,768,15,0.12,31110,"Home",1,"Master","Divorced","Unemployed","YES"
382,"Male","36-50","Caucasian","Rural",47571,528,20,0.77,44884,"Car",1,"Master","Widowed","Manual","NO"
383,"Female","65+","Caucasian","Suburban",94568,450,31,0.22,21110,"Home",0,"PhD","Divorced","Manual","YES"
384,"Male","26-35","Caucasian","Suburban",99066,347,35,0.78,43645,"Education",0,"PhD","Single","Manual","NO"
385,"Male","65+","Caucasian","Urban_Center",72952,673,18,0.7,47027,"Home",1,"Bachelor","Divorced","Unemployed","YES"
